industry_name,employees_at_location_range,product_type,product,currency,year,spend
Construction,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2017,1523.975876
Wholesale & retail trade,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2017,1597.370245
Transportation and Public Utilities,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2017,2379.253709
Public Administration,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2017,5241.612309
Nonclassified Establishments,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2017,1499.578956
"Finance, Insurance, and Real Estate",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,62920.79698
Services,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,17938.33275
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,8810.351847
Manufacturing,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,25489.30243
Construction,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,16711.41784
Wholesale & retail trade,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,43955.47293
Transportation and Public Utilities,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,36872.10679
Public Administration,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,69378.29123
Nonclassified Establishments,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2017,15865.1253
"Finance, Insurance, and Real Estate",Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,122.5555876
Services,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,137.329654
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,92.18627155
Manufacturing,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,124.5931334
Construction,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,95.6938944
Wholesale & retail trade,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,92.19747037
Transportation and Public Utilities,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,133.283587
Public Administration,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,64.1612872
Nonclassified Establishments,Very Small 0 - 9,IP Voice,IP Voice,EUR,2017,95.4223534
"Finance, Insurance, and Real Estate",Small 10 - 49,IP Voice,IP Voice,EUR,2017,909.1004674
Services,Small 10 - 49,IP Voice,IP Voice,EUR,2017,916.1421677
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,IP Voice,IP Voice,EUR,2017,602.6737038
Manufacturing,Small 10 - 49,IP Voice,IP Voice,EUR,2017,1034.902123
Construction,Small 10 - 49,IP Voice,IP Voice,EUR,2017,633.6854861
Wholesale & retail trade,Small 10 - 49,IP Voice,IP Voice,EUR,2017,674.592286
Transportation and Public Utilities,Small 10 - 49,IP Voice,IP Voice,EUR,2017,1018.926543
Public Administration,Small 10 - 49,IP Voice,IP Voice,EUR,2017,585.6086409
Nonclassified Establishments,Small 10 - 49,IP Voice,IP Voice,EUR,2017,632.5916454
"Finance, Insurance, and Real Estate",Medium 50 - 249,IP Voice,IP Voice,EUR,2017,7001.466367
Services,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,3315.061415
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,IP Voice,IP Voice,EUR,2017,1893.828218
Manufacturing,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,3009.282472
Construction,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,2082.41661
Wholesale & retail trade,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,2182.705372
Transportation and Public Utilities,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,3251.099654
Public Administration,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,7162.331576
Nonclassified Establishments,Medium 50 - 249,IP Voice,IP Voice,EUR,2017,2049.079763
"Finance, Insurance, and Real Estate",Large 250 +,IP Voice,IP Voice,EUR,2017,71397.83586
Services,Large 250 +,IP Voice,IP Voice,EUR,2017,20355.08447
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,IP Voice,IP Voice,EUR,2017,9997.331332
Manufacturing,Large 250 +,IP Voice,IP Voice,EUR,2017,28923.36268
Construction,Large 250 +,IP Voice,IP Voice,EUR,2017,18962.87278
Wholesale & retail trade,Large 250 +,IP Voice,IP Voice,EUR,2017,49877.39813
Transportation and Public Utilities,Large 250 +,IP Voice,IP Voice,EUR,2017,41839.7216
Public Administration,Large 250 +,IP Voice,IP Voice,EUR,2017,78725.31957
Nonclassified Establishments,Large 250 +,IP Voice,IP Voice,EUR,2017,18002.563
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Services,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Manufacturing,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Construction,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Public Administration,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2017,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Ethernet,EUR,2017,56.6742609
Services,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,57.11324776
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Ethernet,EUR,2017,37.57130037
Manufacturing,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,64.51686585
Construction,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,39.50460687
Wholesale & retail trade,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,42.05477897
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,63.52093175
Public Administration,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,36.50744674
Nonclassified Establishments,Small 10 - 49,Wireline Data,Ethernet,EUR,2017,39.43641571
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,3475.454375
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1645.561671
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,940.0764383
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1493.776215
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1033.689735
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1083.472024
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1613.811725
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,3555.306175
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2017,1017.141675
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2017,132031.4994
Services,Large 250 +,Wireline Data,Ethernet,EUR,2017,37641.36953
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2017,18487.43215
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2017,53486.14418
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2017,35066.84056
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2017,92235.11586
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2017,77371.54932
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2017,145581.7513
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2017,33291.00046
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,236.5392529
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,265.054041
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,177.924746
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,240.4718321
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,184.6946575
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,177.9463603
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,257.2449017
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,123.8349326
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2017,184.170568
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2017,1138.301074
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,1147.118114
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2017,754.6186028
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,1295.819593
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,793.4490142
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,844.6691553
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,1275.816283
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,733.2511301
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2017,792.0793965
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,10214.91151
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,4836.56669
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,2763.033721
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,4390.445166
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,3038.178045
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,3184.496085
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,4743.248563
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,10449.60862
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2017,2989.540671
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2017,81575.27917
Services,Large 250 +,Wireline Data,Internet Access,EUR,2017,23256.61104
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2017,11422.40636
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2017,33046.25913
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2017,21665.94578
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2017,56987.19895
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2017,47803.78745
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2017,89947.26303
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2017,20568.74813
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2017,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,199.3451366
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,200.8892219
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,132.1526895
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,226.9305895
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,138.9528708
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,147.9228052
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,223.4275069
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,128.4107078
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2017,138.7130163
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,10687.88495
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,5060.510633
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,2890.968412
Manufacturing,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,4593.732677
Construction,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,3178.852539
Wholesale & retail trade,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,3331.945434
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,4962.871667
Public Administration,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,10933.44906
Nonclassified Establishments,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2017,3127.963145
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,IP-VPN,EUR,2017,132594.2619
Services,Large 250 +,Wireline Data,IP-VPN,EUR,2017,37801.80964
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,IP-VPN,EUR,2017,18566.23177
Manufacturing,Large 250 +,Wireline Data,IP-VPN,EUR,2017,53714.12003
Construction,Large 250 +,Wireline Data,IP-VPN,EUR,2017,35216.30717
Wholesale & retail trade,Large 250 +,Wireline Data,IP-VPN,EUR,2017,92628.2528
Transportation and Public Utilities,Large 250 +,Wireline Data,IP-VPN,EUR,2017,77701.33276
Public Administration,Large 250 +,Wireline Data,IP-VPN,EUR,2017,146202.2695
Nonclassified Establishments,Large 250 +,Wireline Data,IP-VPN,EUR,2017,33432.89785
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Services,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Manufacturing,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Construction,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Public Administration,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2017,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,17.27789432
Services,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,17.41172524
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,11.45410539
Manufacturing,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,19.66881565
Construction,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,12.04349932
Wholesale & retail trade,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,12.82095284
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,19.36519203
Public Administration,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,11.12977561
Nonclassified Establishments,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2017,12.02271034
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,599.9101059
Services,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,284.046047
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,162.26982
Manufacturing,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,257.8458386
Construction,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,178.4287324
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,187.0218241
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,278.5655798
Public Administration,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,613.6935993
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2017,175.5723149
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,5835.946163
Services,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,1663.792406
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,817.1660489
Manufacturing,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,2364.149913
Construction,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,1549.995224
Wholesale & retail trade,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,4076.899625
Transportation and Public Utilities,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,3419.91266
Public Administration,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,6434.883091
Nonclassified Establishments,Large 250 +,Wireline Data,Legacy Data Services,EUR,2017,1471.501023
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,105.4771476
Services,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,118.1924093
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,79.33987471
Manufacturing,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,107.230756
Construction,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,82.35870119
Wholesale & retail trade,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,79.34951294
Transportation and Public Utilities,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,114.7101723
Public Administration,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,55.22024486
Nonclassified Establishments,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2018,82.12500013
"Finance, Insurance, and Real Estate",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2018,486.301219
Services,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2018,490.0680056
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2018,322.3856629
Manufacturing,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2018,553.5957596
